relative_path,board,tier,run_at,score_before,score_before_linear,score_after,score_after_linear,score_after_wd1,delta,u_before,u_after,c_after,d_after,d_after_wd1,raw_after,D,incomplete_after,connections,open_frac_before,open_frac_after,drc_after,viol_um_after
PCBench/ID-FIX_scanConnect/unrouted.dsn,ID-FIX_scanConnect,A,2026-09-09T06:24:14.067942+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,22.06,0.0,8.0,1.0,0.0,0.0,0.0
PCBench/IGN01A_IGN01A/unrouted.dsn,IGN01A_IGN01A,A,2026-09-09T06:25:21.338387+00:00,223.88,611.94,1000.0,1000.0,1000.0,776.12,776.119,0.0,0.0,0.0,0.0,1000.0,33.03,0.0,67.0,0.3881,0.0,0.0,0.0
PCBench/Inkjet_InkjetBreakout/unrouted.dsn,Inkjet_InkjetBreakout,A,2026-09-09T06:24:33.195221+00:00,0.0,153.85,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,23.04,0.0,13.0,0.8462,0.0,0.0,0.0
PCBench/KiCad-LTC6802-2_main/unrouted.dsn,KiCad-LTC6802-2_main,A,2026-09-09T06:24:59.504030+00:00,0.0,485.71,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,29.71,0.0,35.0,0.5143,0.0,0.0,0.0
PCBench/KosselHotendBoard_KosselHotendPCB/unrouted.dsn,KosselHotendBoard_KosselHotendPCB,A,2026-09-09T06:26:57.169121+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,22.99,0.0,15.0,1.0,0.0,0.0,0.0
PCBench/LaundryMeasure_ac-ac/unrouted.dsn,LaundryMeasure_ac-ac,A,2026-09-09T06:26:38.231396+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,20.87,0.0,7.0,1.0,0.0,0.0,0.0
PCBench/LimitSwitchesPlugin_LimitSwitchesPlugin/unrouted.dsn,LimitSwitchesPlugin_LimitSwitchesPlugin,A,2026-09-09T06:26:50.250526+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,23.2,0.0,20.0,1.0,0.0,0.0,0.0
PCBench/LoLin_Designs_LoLin/unrouted.dsn,LoLin_Designs_LoLin,A,2026-09-09T06:26:59.602092+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,21.85,0.0,14.0,1.0,0.0,0.0,0.0
PCBench/MAVRIC_Hardware_ArduinoPracticeBoard/unrouted.dsn,MAVRIC_Hardware_ArduinoPracticeBoard,A,2026-09-09T06:27:54.338771+00:00,0.0,403.85,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,30.9,0.0,52.0,0.5962,0.0,0.0,0.0
PCBench/MAVRIC_Hardware_SoilBoard/unrouted.dsn,MAVRIC_Hardware_SoilBoard,A,2026-09-09T06:27:15.593076+00:00,0.0,384.62,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,27.6,0.0,39.0,0.6154,0.0,0.0,0.0
PCBench/MSGEQ7-Breakout-Board_MSGEQ7_Breakout_Board/unrouted.dsn,MSGEQ7-Breakout-Board_MSGEQ7_Breakout_Board,A,2026-09-09T06:27:29.042280+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,23.86,0.0,19.0,1.0,0.0,0.0,0.0
PCBench/NightClock_ESPBoard/unrouted.dsn,NightClock_ESPBoard,A,2026-09-09T06:28:11.109109+00:00,0.0,396.83,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,31.23,0.0,63.0,0.6032,0.0,0.0,0.0
PCBench/Omega2-mini-dock_Omega2 mini-dock/unrouted.dsn,Omega2-mini-dock_Omega2 mini-dock,A,2026-09-09T06:28:25.141901+00:00,0.0,210.53,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,34.55,0.0,76.0,0.7895,0.0,0.0,0.0
PCBench/PCB_constant_current_ac_hv/unrouted.dsn,PCB_constant_current_ac_hv,A,2026-09-09T06:28:27.628652+00:00,555.56,777.78,1000.0,1000.0,1000.0,444.44,444.444,0.0,0.0,0.0,0.0,1000.0,19.55,0.0,9.0,0.2222,0.0,0.0,0.0
PCBench/PCB_serie_led_strip/unrouted.dsn,PCB_serie_led_strip,A,2026-09-09T06:28:26.651419+00:00,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,21.99,0.0,9.0,0.0,0.0,0.0,0.0
PCBench/POV_POV/unrouted.dsn,POV_POV,A,2026-09-09T06:29:26.293000+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,23.15,0.0,20.0,1.0,0.0,0.0,0.0
PCBench/Paperino_HW_Paperino_shield/unrouted.dsn,Paperino_HW_Paperino_shield,A,2026-09-09T06:28:30.970076+00:00,0.0,27.78,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,25.95,0.0,36.0,0.9722,0.0,0.0,0.0
PCBench/Phased-Array-Microphone-using-FPGA_SateliteMicrophone/unrouted.dsn,Phased-Array-Microphone-using-FPGA_SateliteMicrophone,A,2026-09-09T06:28:48.548380+00:00,393.94,696.97,1000.0,1000.0,1000.0,606.06,606.061,0.0,0.0,0.0,0.0,1000.0,25.91,0.0,33.0,0.303,0.0,0.0,0.0
PCBench/Photodiode_dethead/unrouted.dsn,Photodiode_dethead,A,2026-09-09T06:28:43.337780+00:00,400.0,700.0,1000.0,1000.0,1000.0,600.0,600.0,0.0,0.0,0.0,0.0,1000.0,26.86,0.0,40.0,0.3,0.0,0.0,0.0
PCBench/PixyWirelessShield_Shield PIXY/unrouted.dsn,PixyWirelessShield_Shield PIXY,A,2026-09-09T06:29:05.949769+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,22.58,0.0,5.0,1.0,0.0,0.0,0.0
PCBench/PowerGloveUHID_sensor_board/unrouted.dsn,PowerGloveUHID_sensor_board,A,2026-09-09T06:29:11.217724+00:00,0.0,107.14,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,23.69,0.0,28.0,0.8929,0.0,0.0,0.0
PCBench/Practicas-Curso-Kicad_Ej2/unrouted.dsn,Practicas-Curso-Kicad_Ej2,A,2026-09-09T06:30:07.094588+00:00,0.0,318.18,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,31.6,0.0,44.0,0.6818,0.0,0.0,0.0
PCBench/Practicas-Curso-Kicad_Ejercicio2/unrouted.dsn,Practicas-Curso-Kicad_Ejercicio2,A,2026-09-09T06:29:30.225681+00:00,0.0,372.09,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,31.58,0.0,43.0,0.6279,0.0,0.0,0.0
PCBench/Practicas-Curso-Kicad_Ejercicio_2/unrouted.dsn,Practicas-Curso-Kicad_Ejercicio_2,A,2026-09-09T06:29:23.819196+00:00,0.0,363.64,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,31.6,0.0,44.0,0.6364,0.0,0.0,0.0
PCBench/Practicas-Curso-Kicad_PRY_EJ1/unrouted.dsn,Practicas-Curso-Kicad_PRY_EJ1,A,2026-09-09T06:29:00.222055+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,20.92,0.0,8.0,1.0,0.0,0.0,0.0
PCBench/Practicas-Curso-Kicad_Salguero_Federico2/unrouted.dsn,Practicas-Curso-Kicad_Salguero_Federico2,A,2026-09-09T06:29:59.033341+00:00,0.0,395.35,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,31.6,0.0,43.0,0.6047,0.0,0.0,0.0
PCBench/PsuFanController_FanController/unrouted.dsn,PsuFanController_FanController,A,2026-09-09T06:29:31.422971+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,23.36,0.0,22.0,1.0,0.0,0.0,0.0
PCBench/RASPMINI_RASPmini/unrouted.dsn,RASPMINI_RASPmini,A,2026-09-09T06:30:20.999174+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,29.74,0.0,55.0,1.0,0.0,0.0,0.0
PCBench/RPi-ATtiny85-Programmer_rpi_attiny85_programmer/unrouted.dsn,RPi-ATtiny85-Programmer_rpi_attiny85_programmer,A,2026-09-09T06:29:55.702394+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,22.68,0.0,13.0,1.0,0.0,0.0,0.0
PCBench/RPi-PWM-Fan-interface_RPi PWM Fan interface/unrouted.dsn,RPi-PWM-Fan-interface_RPi PWM Fan interface,A,2026-09-09T06:30:09.070435+00:00,0.0,500.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,22.69,0.0,10.0,0.5,0.0,0.0,0.0
PCBench/Raspberry-Pi-Soft-Power-Controller_Switching Supply TPS563208 MCI/unrouted.dsn,Raspberry-Pi-Soft-Power-Controller_Switching Supply TPS563208 MCI,A,2026-09-09T06:30:00.329373+00:00,294.12,647.06,1000.0,1000.0,1000.0,705.88,705.882,0.0,0.0,0.0,0.0,1000.0,22.33,0.0,17.0,0.3529,0.0,0.0,0.0
PCBench/RoBoC_CameraAdaptor/unrouted.dsn,RoBoC_CameraAdaptor,A,2026-09-09T06:29:58.709133+00:00,0.0,133.33,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,25.93,0.0,30.0,0.8667,0.0,0.0,0.0
PCBench/SMDBreakouts_smd_breakout/unrouted.dsn,SMDBreakouts_smd_breakout,A,2026-09-09T06:31:08.078068+00:00,625.0,812.5,1000.0,1000.0,1000.0,375.0,375.0,0.0,0.0,0.0,0.0,1000.0,31.98,0.0,64.0,0.1875,0.0,0.0,0.0
PCBench/SMDBreakouts_smd_breakout_quad/unrouted.dsn,SMDBreakouts_smd_breakout_quad,A,2026-09-09T06:31:54.391630+00:00,625.0,812.5,1000.0,1000.0,1000.0,375.0,375.0,0.0,0.0,0.0,0.0,1000.0,31.98,0.0,64.0,0.1875,0.0,0.0,0.0
PCBench/SmartLaserCO2-PCB_LaserPointer/unrouted.dsn,SmartLaserCO2-PCB_LaserPointer,A,2026-09-09T06:30:29.757661+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,18.95,0.0,3.0,1.0,0.0,0.0,0.0
PCBench/SmartLaserCO2-PCB_OptAdjust/unrouted.dsn,SmartLaserCO2-PCB_OptAdjust,A,2026-09-09T06:30:44.013775+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,19.58,0.0,6.0,1.0,0.0,0.0,0.0
PCBench/SmartLaserCO2-PCB_WaterCool/unrouted.dsn,SmartLaserCO2-PCB_WaterCool,A,2026-09-09T06:30:30.913793+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,19.78,0.0,8.0,1.0,0.0,0.0,0.0
PCBench/Solare-BQ24210_Solare-BQ24210/unrouted.dsn,Solare-BQ24210_Solare-BQ24210,A,2026-09-09T06:31:47.775396+00:00,642.86,821.43,1000.0,1000.0,1000.0,357.14,357.143,0.0,0.0,0.0,0.0,1000.0,25.54,0.0,28.0,0.1786,0.0,0.0,0.0
PCBench/SparkSwitch_SparkProtectionSwitch/unrouted.dsn,SparkSwitch_SparkProtectionSwitch,A,2026-09-09T06:31:09.021291+00:00,416.67,708.33,1000.0,1000.0,1000.0,583.33,583.333,0.0,0.0,0.0,0.0,1000.0,22.97,0.0,24.0,0.2917,0.0,0.0,0.0
PCBench/TTNEnschedeMote_ArduinoNanoRN2483/unrouted.dsn,TTNEnschedeMote_ArduinoNanoRN2483,A,2026-09-09T06:32:53.766111+00:00,576.92,788.46,1000.0,1000.0,1000.0,423.08,423.077,0.0,0.0,0.0,0.0,1000.0,35.24,0.0,52.0,0.2115,0.0,0.0,0.0
PCBench/Teensy-Hats_Teensy-LCD-LiDAR-Hat/unrouted.dsn,Teensy-Hats_Teensy-LCD-LiDAR-Hat,A,2026-09-09T06:31:59.277291+00:00,0.0,306.12,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,31.53,0.0,49.0,0.6939,0.0,0.0,0.0
PCBench/Thremal-Printer_thermal printer/unrouted.dsn,Thremal-Printer_thermal printer,A,2026-09-09T06:33:08.406712+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,33.95,0.0,74.0,1.0,0.0,0.0,0.0
PCBench/WeatherSpot_vreg_pressure/unrouted.dsn,WeatherSpot_vreg_pressure,A,2026-09-09T06:32:15.601562+00:00,500.0,750.0,1000.0,1000.0,1000.0,500.0,500.0,0.0,0.0,0.0,0.0,1000.0,22.41,0.0,12.0,0.25,0.0,0.0,0.0
PCBench/WordClock_v2.0_WordClock_v2/unrouted.dsn,WordClock_v2.0_WordClock_v2,A,2026-09-09T06:32:53.128827+00:00,80.0,540.0,1000.0,1000.0,1000.0,920.0,920.0,0.0,0.0,0.0,0.0,1000.0,29.86,0.0,50.0,0.46,0.0,0.0,0.0
PCBench/Youyue-858D-plus-MCU-adapter_youyue-858d-plus-mcu-adapter/unrouted.dsn,Youyue-858D-plus-MCU-adapter_youyue-858d-plus-mcu-adapter,A,2026-09-09T06:33:16.107489+00:00,0.0,24.39,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,42.7,0.0,123.0,0.9756,0.0,0.0,0.0
PCBench/abus-cfa1000-display-grabber_acs-display-grabber/unrouted.dsn,abus-cfa1000-display-grabber_acs-display-grabber,B,2026-09-09T05:39:53.994266+00:00,0.0,343.95,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,45.69,0.0,157.0,0.6561,0.0,0.0,0.0
PCBench/airqualitystation_hardware/unrouted.dsn,airqualitystation_hardware,B,2026-09-09T05:39:46.538850+00:00,108.11,554.05,1000.0,1000.0,1000.0,891.89,891.892,0.0,0.0,0.0,0.0,1000.0,34.55,0.0,74.0,0.4459,0.0,0.0,0.0
PCBench/anima_MotorDrive/unrouted.dsn,anima_MotorDrive,B,2026-09-09T05:47:01.337134+00:00,181.1,590.55,1000.0,1000.0,1000.0,818.9,818.898,0.0,0.0,0.0,0.0,1000.0,48.6,0.0,127.0,0.4094,0.0,0.0,0.0
PCBench/apa102lantern_apa102-lantern-esp8266/unrouted.dsn,apa102lantern_apa102-lantern-esp8266,B,2026-09-09T05:47:45.989767+00:00,0.0,280.7,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,28.58,0.0,57.0,0.7193,0.0,0.0,0.0
PCBench/apa102lantern_apa102-lantern-side/unrouted.dsn,apa102lantern_apa102-lantern-side,A,2026-09-09T06:19:33.127632+00:00,0.0,404.76,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,26.01,0.0,42.0,0.5952,0.0,0.0,0.0
PCBench/arduino_arduino leds/unrouted.dsn,arduino_arduino leds,B,2026-09-09T05:49:18.326604+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,27.11,0.0,48.0,1.0,0.0,0.0,0.0
PCBench/atmel-programmer_atmel_programmer/unrouted.dsn,atmel-programmer_atmel_programmer,B,2026-09-09T05:54:47.293625+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,36.13,0.0,39.0,1.0,0.0,0.0,0.0
PCBench/audprog_audprog_v2/unrouted.dsn,audprog_audprog_v2,B,2026-09-09T05:56:38.589906+00:00,0.0,482.76,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,39.24,0.0,87.0,0.5172,0.0,0.0,0.0
PCBench/autohat-board_inverted-usd-adapter/unrouted.dsn,autohat-board_inverted-usd-adapter,A,2026-09-09T06:19:23.997466+00:00,0.0,500.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,21.43,0.0,8.0,0.5,0.0,0.0,0.0
PCBench/avr-divecomputer_dc/unrouted.dsn,avr-divecomputer_dc,B,2026-09-09T05:58:26.060153+00:00,0.0,421.77,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,52.24,0.0,147.0,0.5782,0.0,0.0,0.0
PCBench/avr_frs_shield_avr_frs/unrouted.dsn,avr_frs_shield_avr_frs,B,2026-09-09T06:01:41.012700+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,34.58,0.0,62.0,1.0,0.0,0.0,0.0
PCBench/basic_esp_board_basic_esp_board/unrouted.dsn,basic_esp_board_basic_esp_board,B,2026-09-09T06:06:37.987259+00:00,0.0,309.52,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,35.64,0.0,84.0,0.6905,0.0,0.0,0.0
PCBench/beast-phat_beast-phat/unrouted.dsn,beast-phat_beast-phat,B,2026-09-09T06:07:32.630270+00:00,190.48,595.24,1000.0,1000.0,1000.0,809.52,809.524,0.0,0.0,0.0,0.0,1000.0,27.29,0.0,42.0,0.4048,0.0,0.0,0.0
PCBench/beryl_rain_beryl_rain/unrouted.dsn,beryl_rain_beryl_rain,A,2026-09-09T06:20:09.934212+00:00,0.0,409.09,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,28.42,0.0,44.0,0.5909,0.0,0.0,0.0
PCBench/bldc-gimbal-1d_gimbal-board/unrouted.dsn,bldc-gimbal-1d_gimbal-board,B,2026-09-08T21:28:51.688794+00:00,119.05,559.52,1000.0,1000.0,1000.0,880.95,880.952,0.0,0.0,0.0,0.0,1000.0,37.86,0.0,84.0,0.4405,0.0,0.0,0.0
PCBench/bldc-gimbal-1d_r1_gimbal-board/unrouted.dsn,bldc-gimbal-1d_r1_gimbal-board,B,2026-09-08T21:27:25.208466+00:00,119.05,559.52,1000.0,1000.0,1000.0,880.95,880.952,0.0,0.0,0.0,0.0,1000.0,35.85,0.0,84.0,0.4405,0.0,0.0,0.0
PCBench/blink-errr_blink-errr/unrouted.dsn,blink-errr_blink-errr,A,2026-09-09T06:20:06.556615+00:00,333.33,666.67,1000.0,1000.0,1000.0,666.67,666.667,0.0,0.0,0.0,0.0,1000.0,22.0,0.0,15.0,0.3333,0.0,0.0,0.0
PCBench/board_armjtag_pmod_compatible_armjtag-pmod/unrouted.dsn,board_armjtag_pmod_compatible_armjtag-pmod,A,2026-09-09T06:20:18.281413+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,25.19,0.0,29.0,1.0,0.0,0.0,0.0
PCBench/boards_shift-register-demo-v2/unrouted.dsn,boards_shift-register-demo-v2,B,2026-09-08T21:31:56.417363+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,31.44,0.0,76.0,1.0,0.0,0.0,0.0
PCBench/breakout-boards_50-to-100/unrouted.dsn,breakout-boards_50-to-100,A,2026-09-09T06:20:35.533653+00:00,0.0,100.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,22.52,0.0,10.0,0.9,0.0,0.0,0.0
PCBench/breakout-boards_esp8266-jtag/unrouted.dsn,breakout-boards_esp8266-jtag,A,2026-09-09T06:21:31.068070+00:00,333.33,666.67,1000.0,1000.0,1000.0,666.67,666.667,0.0,0.0,0.0,0.0,1000.0,30.15,0.0,48.0,0.3333,0.0,0.0,0.0
PCBench/breakout-boards_swd-and-uart/unrouted.dsn,breakout-boards_swd-and-uart,A,2026-09-09T06:20:36.794627+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,22.93,0.0,11.0,1.0,0.0,0.0,0.0
PCBench/busblaster-to-swd_busblaster-to-swd/unrouted.dsn,busblaster-to-swd_busblaster-to-swd,A,2026-09-09T06:20:48.024322+00:00,0.0,34.48,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,25.42,0.0,29.0,0.9655,0.0,0.0,0.0
PCBench/cap-soil-moisture-v2_soil-moisture2x4/unrouted.dsn,cap-soil-moisture-v2_soil-moisture2x4,A,2026-09-09T06:21:07.625449+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,27.35,0.0,37.0,1.0,0.0,0.0,0.0
PCBench/crossover-schiit-stack_xover4schiit/unrouted.dsn,crossover-schiit-stack_xover4schiit,A,2026-09-09T06:21:09.371932+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,19.62,0.0,9.0,1.0,0.0,0.0,0.0
PCBench/drawduino_drawduino/unrouted.dsn,drawduino_drawduino,A,2026-09-09T06:21:32.335298+00:00,0.0,214.29,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,21.31,0.0,14.0,0.7857,0.0,0.0,0.0
PCBench/dustbox_Dustbox/unrouted.dsn,dustbox_Dustbox,A,2026-09-09T06:21:39.473464+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,19.58,0.0,14.0,1.0,0.0,0.0,0.0
PCBench/eBUS-Adapter_Groeger/unrouted.dsn,eBUS-Adapter_Groeger,A,2026-09-09T06:21:54.359173+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,24.69,0.0,27.0,1.0,0.0,0.0,0.0
PCBench/eBUS-Adapter_Henning/unrouted.dsn,eBUS-Adapter_Henning,A,2026-09-09T06:22:09.095449+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,27.06,0.0,41.0,1.0,0.0,0.0,0.0
PCBench/esp-leipa_esp-12/unrouted.dsn,esp-leipa_esp-12,A,2026-09-09T06:22:43.835489+00:00,0.0,260.87,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,26.17,0.0,23.0,0.7391,0.0,0.0,0.0
PCBench/esp12-breakout_ESP12Breakout/unrouted.dsn,esp12-breakout_ESP12Breakout,A,2026-09-09T06:22:09.069856+00:00,538.46,769.23,1000.0,1000.0,1000.0,461.54,461.538,0.0,0.0,0.0,0.0,1000.0,26.18,0.0,26.0,0.2308,0.0,0.0,0.0
PCBench/esp8266-12f-board_esp8266/unrouted.dsn,esp8266-12f-board_esp8266,A,2026-09-09T06:22:32.883898+00:00,708.33,854.17,1000.0,1000.0,1000.0,291.67,291.667,0.0,0.0,0.0,0.0,1000.0,29.49,0.0,48.0,0.1458,0.0,0.0,0.0
PCBench/esp8266-external-temp-sensor_external-temp-sensor/unrouted.dsn,esp8266-external-temp-sensor_external-temp-sensor,A,2026-09-09T06:22:43.783756+00:00,0.0,441.18,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,27.39,0.0,34.0,0.5588,0.0,0.0,0.0
PCBench/esp8266_envmonitor_environment-monitor-1.2/unrouted.dsn,esp8266_envmonitor_environment-monitor-1.2,A,2026-09-09T06:22:57.484227+00:00,0.0,406.25,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,27.05,0.0,32.0,0.5938,0.0,0.0,0.0
PCBench/esp8266_link_test_esp12e-generics/unrouted.dsn,esp8266_link_test_esp12e-generics,A,2026-09-09T06:22:57.621735+00:00,307.69,653.85,1000.0,1000.0,1000.0,692.31,692.308,0.0,0.0,0.0,0.0,1000.0,26.54,0.0,26.0,0.3462,0.0,0.0,0.0
PCBench/esp8266_wi07_3_adapter_esp/unrouted.dsn,esp8266_wi07_3_adapter_esp,A,2026-09-09T06:22:44.971367+00:00,466.67,733.33,1000.0,1000.0,1000.0,533.33,533.333,0.0,0.0,0.0,0.0,1000.0,23.22,0.0,15.0,0.2667,0.0,0.0,0.0
PCBench/espeverywhere__autosave-espeverywhere_breakout/unrouted.dsn,espeverywhere__autosave-espeverywhere_breakout,A,2026-09-09T06:22:55.741532+00:00,0.0,125.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,21.96,0.0,8.0,0.875,0.0,0.0,0.0
PCBench/filament_extruder_sensor/unrouted.dsn,filament_extruder_sensor,A,2026-09-09T06:23:07.906866+00:00,0.0,190.48,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,22.82,0.0,21.0,0.8095,0.0,0.0,0.0
PCBench/fingerprint-with-esp32_quet van tay/unrouted.dsn,fingerprint-with-esp32_quet van tay,A,2026-09-09T06:23:24.767169+00:00,0.0,157.89,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,24.7,0.0,19.0,0.8421,0.0,0.0,0.0
PCBench/freeUSBi_USBi_Programmer/unrouted.dsn,freeUSBi_USBi_Programmer,A,2026-09-09T06:23:24.764662+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,31.78,0.0,42.0,1.0,0.0,0.0,0.0
PCBench/fuzzer_fuzzer/unrouted.dsn,fuzzer_fuzzer,A,2026-09-09T06:24:13.664613+00:00,0.0,391.3,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,35.53,0.0,69.0,0.6087,0.0,0.0,0.0
PCBench/gpsclock_clock/unrouted.dsn,gpsclock_clock,A,2026-09-09T06:23:53.955268+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,26.94,0.0,44.0,1.0,0.0,0.0,0.0
PCBench/gwurrbus_gwurrbus-relay/unrouted.dsn,gwurrbus_gwurrbus-relay,A,2026-09-09T06:23:26.620724+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,28.9,0.0,50.0,1.0,0.0,0.0,0.0
PCBench/hackaday_esp-14_power_meter__autosave-esp-14/unrouted.dsn,hackaday_esp-14_power_meter__autosave-esp-14,A,2026-09-09T06:23:30.172064+00:00,818.18,909.09,1000.0,1000.0,1000.0,181.82,181.818,0.0,0.0,0.0,0.0,1000.0,25.3,0.0,22.0,0.0909,0.0,0.0,0.0
PCBench/hardware-designs_c-trigger/unrouted.dsn,hardware-designs_c-trigger,A,2026-09-09T06:23:15.423307+00:00,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1000.0,22.38,0.0,9.0,1.0,0.0,0.0,0.0
