relative_path,board,tier,run_at,optimizer_cpu_seconds,optimizer_passes,score_before,score_after,delta,dL_before,dV_before,dB_before,dL_after,dV_after,dB_after,D,incomplete_after,drc_after,Lmin,Vmin,Bmin
PCBench/4_digit_hex_display_4_digit_display/unrouted.dsn,4_digit_hex_display_4_digit_display,C,2026-09-09T06:45:13.469229+00:00,12.14,1,0.0,0.0,0.0,501.01,468.09,981.38,501.01,468.09,981.38,376.0,3.0,0.0,1401.79,14,75
PCBench/655_testboard/unrouted.dsn,655_testboard,B,2026-09-09T05:31:01.120984+00:00,128.39,2,0.0,0.0,0.0,251.66,476.19,571.43,251.66,476.19,571.43,210.0,0.0,0.0,934.87,2,52
PCBench/6volt-5W-solar-cc_6vleadacidsolar/unrouted.dsn,6volt-5W-solar-cc_6vleadacidsolar,B,2026-09-09T05:34:23.836307+00:00,639.84,2,0.0,0.0,0.0,580.3,251.66,225.17,580.3,251.66,225.17,302.0,0.0,0.0,814.66,0,107
PCBench/APM-RPi-Shield_APM-RPi-Shield/unrouted.dsn,APM-RPi-Shield_APM-RPi-Shield,B,2026-09-09T05:50:40.162155+00:00,17.58,1,0.0,0.0,0.0,291.01,256.41,502.56,291.01,256.41,502.56,390.0,4.0,4.0,1241.81,0,82
PCBench/Amiga-A1012-PCB_Amiga-A1012/unrouted.dsn,Amiga-A1012-PCB_Amiga-A1012,B,2026-09-09T05:42:18.308112+00:00,216.78,1,0.0,0.0,0.0,264.84,639.46,360.54,216.58,612.24,363.95,294.0,0.0,0.0,1622.31,0,56
PCBench/AzizLight_AzizLight/unrouted.dsn,AzizLight_AzizLight,B,2026-09-09T06:03:53.956035+00:00,174.75,1,0.0,0.0,0.0,334.43,534.35,202.29,298.88,503.82,206.11,262.0,0.0,0.0,660.58,0,96
PCBench/BB-PWR-3608_BB-PWR-3608_revA/unrouted.dsn,BB-PWR-3608_BB-PWR-3608_revA,B,2026-09-09T06:06:22.301011+00:00,4.95,1,0.0,0.0,0.0,1266.22,117.65,161.76,1196.6,117.65,117.65,68.0,0.0,17.0,69.38,1,22
PCBench/BirthdayCakeKeyboard_10Key/unrouted.dsn,BirthdayCakeKeyboard_10Key,B,2026-09-08T21:27:12.432703+00:00,201.67,1,0.0,0.0,0.0,28.72,496.35,1184.31,28.72,496.35,1184.31,548.0,0.0,0.0,3862.58,4,140
PCBench/C-BISCUIT_crowbar/unrouted.dsn,C-BISCUIT_crowbar,A,2026-09-09T06:20:57.825376+00:00,2.55,1,0.0,0.0,0.0,1155.57,333.33,333.33,969.32,250.0,270.83,48.0,0.0,0.0,109.37,1,15
PCBench/DA_Lamp_attiny44a_servo_i2c/unrouted.dsn,DA_Lamp_attiny44a_servo_i2c,A,2026-09-09T06:21:33.997212+00:00,11.28,2,0.0,0.0,0.0,434.73,500.0,319.44,434.73,500.0,319.44,72.0,0.0,0.0,164.16,0,15
PCBench/DiscoDanceFloorV1_BusTerminator/unrouted.dsn,DiscoDanceFloorV1_BusTerminator,A,2026-09-09T06:21:37.306457+00:00,7.5,2,0.0,0.0,0.0,493.3,296.3,222.22,493.3,296.3,222.22,54.0,0.0,0.0,79.89,0,14
PCBench/ESP32-Module-Breakout_ESP32S-breakout/unrouted.dsn,ESP32-Module-Breakout_ESP32S-breakout,A,2026-09-09T06:22:57.618727+00:00,61.61,2,0.0,0.0,0.0,0.0,635.29,776.47,0.0,541.18,711.76,170.0,0.0,0.0,765.21,0,44
PCBench/LimitSwitchesPlugin_LimitSwitchesPlugin/unrouted.dsn,LimitSwitchesPlugin_LimitSwitchesPlugin,A,2026-09-09T06:26:50.250526+00:00,2.72,1,0.0,0.0,0.0,552.54,0.0,471.15,551.01,0.0,461.54,104.0,0.0,0.0,616.71,0,13
PCBench/abus-cfa1000-display-grabber_acs-display-grabber/unrouted.dsn,abus-cfa1000-display-grabber_acs-display-grabber,B,2026-09-09T05:39:53.994266+00:00,449.59,1,0.0,0.0,0.0,150.13,925.62,574.38,150.13,925.62,574.38,484.0,0.0,0.0,3234.33,0,111
PCBench/android_debug_cable_android_debug_cable/unrouted.dsn,android_debug_cable_android_debug_cable,B,2026-09-09T05:43:45.569296+00:00,23.83,1,0.0,0.0,0.0,759.68,466.67,200.0,720.46,433.33,191.67,120.0,0.0,8.0,152.59,0,27
PCBench/anima_MotorDrive/unrouted.dsn,anima_MotorDrive,B,2026-09-09T05:47:01.337134+00:00,264.88,1,0.0,0.0,0.0,551.59,289.86,475.85,550.2,270.53,475.85,414.0,0.0,0.0,1417.1,0,93
PCBench/apa102lantern_apa102-lantern-side/unrouted.dsn,apa102lantern_apa102-lantern-side,A,2026-09-09T06:19:33.127632+00:00,8.61,1,0.0,0.0,0.0,250.93,580.65,241.94,244.39,516.13,241.94,124.0,0.0,0.0,530.17,0,12
PCBench/avr_ledprojector_avr_ledprojection-0402/unrouted.dsn,avr_ledprojector_avr_ledprojection-0402,B,2026-09-09T06:05:53.719623+00:00,69.83,1,0.0,0.0,0.0,762.39,341.14,254.18,762.39,341.14,254.18,598.0,3.0,2.0,678.89,11,112
PCBench/badge2015_badge2015/unrouted.dsn,badge2015_badge2015,B,2026-09-09T06:06:09.365861+00:00,31.67,1,0.0,0.0,0.0,0.0,484.21,613.16,0.0,484.21,613.16,380.0,4.0,0.0,1894.69,0,96
PCBench/balena-rover-wide-hat_resin-rover/unrouted.dsn,balena-rover-wide-hat_resin-rover,B,2026-09-09T06:09:15.469299+00:00,367.48,1,0.0,0.0,0.0,362.14,305.73,374.2,362.14,305.73,374.2,628.0,0.0,6.0,1813.12,5,186
PCBench/beryl_rain_beryl_rain/unrouted.dsn,beryl_rain_beryl_rain,A,2026-09-09T06:20:09.934212+00:00,48.23,2,0.0,0.0,0.0,160.11,584.62,446.15,160.11,584.62,446.15,130.0,0.0,0.0,461.47,0,33
PCBench/blackmagic-isolated_mmp/unrouted.dsn,blackmagic-isolated_mmp,B,2026-09-08T21:28:58.352882+00:00,311.2,1,0.0,0.0,0.0,1090.8,518.99,462.03,996.92,481.01,427.22,316.0,0.0,7.0,514.51,6,77
PCBench/bldc-gimbal-1d_gimbal-board/unrouted.dsn,bldc-gimbal-1d_gimbal-board,B,2026-09-08T21:28:51.688794+00:00,236.34,2,0.0,0.0,0.0,543.8,434.11,500.0,543.8,434.11,500.0,258.0,0.0,0.0,773.31,5,62
PCBench/breakout-boards_esp8266-jtag/unrouted.dsn,breakout-boards_esp8266-jtag,A,2026-09-09T06:21:31.068070+00:00,65.36,2,0.0,0.0,0.0,295.51,305.56,416.67,372.62,250.0,402.78,144.0,0.0,0.0,376.75,0,41
PCBench/breakout-boards_swd-and-uart/unrouted.dsn,breakout-boards_swd-and-uart,A,2026-09-09T06:20:36.794627+00:00,0.91,1,0.0,0.0,0.0,821.9,173.91,586.96,691.74,173.91,543.48,46.0,0.0,0.0,100.84,0,3
PCBench/esp8266_link_test_esp12e-generics/unrouted.dsn,esp8266_link_test_esp12e-generics,A,2026-09-09T06:22:57.621735+00:00,6.03,1,0.0,0.0,0.0,678.78,375.0,208.33,647.31,291.67,229.17,96.0,0.0,0.0,171.24,0,23
PCBench/fuzzer_fuzzer/unrouted.dsn,fuzzer_fuzzer,A,2026-09-09T06:24:13.664613+00:00,13.64,1,0.0,0.0,0.0,288.74,355.14,392.52,288.74,355.14,392.52,214.0,0.0,0.0,506.69,0,48
PCBench/kika-in-space_analog-test-board/unrouted.dsn,kika-in-space_analog-test-board,A,2026-09-09T06:25:17.178463+00:00,8.13,1,0.0,0.0,0.0,684.95,279.07,267.44,677.32,232.56,267.44,86.0,0.0,0.0,133.01,0,26
